title,company,category,status,min_edu,min_exp,description,url,imgUrl
Sales Promotor (SPG / SPB),PT Hebros,Business Development & Sales,Full-Time · Hybrid,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Sales Promotor (SPG / SPB) at PT Hebros1. Pria / Wanita2. Minimal Lulusan SMP/SMA 3. Memiliki pengalaman 1 tahun (Lebih disukai penjualan produk teknis seperti CCTV, AC, Otomotif dan perangkat elektronik lainnya)4. Memahami teknik penjualan door-to-door atau B2B (Business-to-Business) 5.  Keterampilan komunikasi yang baik dan mampu menjelaskan produk dengan jelas6. Bersedia melakukan perjalanan atau canvasing7. Memiliki SIM C & kendaraan motor pribadiRead Less",https://glints.com/id/en/opportunities/jobs/sales-promotor-spg-spb/2e9d396a-3a2d-42ae-b27e-0a0c95687085?utm_referrer=explore&traceInfo=e0cae09b-e6e8-4a41-8444-cc6c7ffce977,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fd280e7705cda757f926ee69cc2ae51b.jpg
Graphic Designer (Bali Based),PT Dyna Soul Solutions,Design,Full-Time · On-site,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for Graphic Designer (Bali Based) at PT Dyna Soul SolutionsWho are we?We are wezonet.comAt wezonet.com, we aim to help Chinese enterprises go global by offering global integrated marketing solution services. We are inspired by the potential of the Southeast Asian market and are excited to bring our services to this region. We recently registered PT. DYNA SOUL SOLUTIONS is in Southeast Asia, and we hope to hire local talents like YOU to reach the growing Southeast Asian market.We are seeking a mid-level contractor to contribute to our in-house creative team. The ideal candidate—in addition to being a great designer—is someone who brings energy, drive, and curiosity to their work and team relationships. You should be adept at working within brand guidelines to produce fresh, creative solutions.Reporting to Wezonet's creative team manager in China, you will receive general direction on project work as assigned, which you will self-manage.Requirements:Education & Experience:Bachelor’s degree in Graphic Design, Visual Communication, or a related field.Min 2-5 years of professional experience in graphic design, focusing on advertising, brand logos, and web design.Able to join our team in the Office as soon as possible.Skills:Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign) and other design tools such as Figma or Sketch.Strong understanding of typography, color theory, and visual hierarchy.Experience with web design principles and best practices, including responsive design and UX/UI considerations.Ability to manage multiple projects and deadlines in a fast-paced environment.Personal Attributes:A creative thinker with a keen eye for detail and a passion for design.Strong communication skills, both written and verbal, with the ability to present ideas clearly.A collaborative team player who is open to feedback and committed to continuous learning.A portfolio showcasing various design work across advertising, brand logos, and web design is required.Read Less",https://glints.com/id/en/opportunities/jobs/graphic-designer-bali-based/60b94095-5ee4-406e-b1c7-a6263c43fb9f?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9719a16272d39de897f896f2df276641.png
Design Grafis Intern,PT ONDA MEGA INDUSTRI,Design,Internship · On-site,Minimum Bachelor’s Degree,Less than a year of experience,"Job description for Design Grafis Intern at PT ONDA MEGA INDUSTRI    Mahasiswa semester akhir atau fresh graduate semua jurusan    Aktif, komunikasi dan interpersonal baik    Menguasai Microsoft Office, Adobe Photoshop dan aplikasi edit gambar dan video lainnya    Penempatan Head Office Pluit    Bersedia mengikuti program magang selama 3 bulan full WFO (magang paid)Read Less",https://glints.com/id/en/opportunities/jobs/design-grafis-intern/32217266-372c-4e10-accf-9eab5662b3d1?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7d41e2d4f5aba180129a418cfc49df74.jpg
Graphic Designer - POSM,PT Meta Pet Tech,Design,Contract · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Graphic Designer - POSM at PT Meta Pet TechAs an Offline Sales Graphic Designer, you will be responsible to:Design Offline POSM materials (brochure, visual merchandising, booth/kiosk, ads, banner, other offline sales materials)Collaborate to produce designs that is consistent with the company's marketing strategyEnsure consistent visual quality and aesthetics, including color selection, typography, composition, and other design elementsREQUIREMENTSProven fluency in English both spoken and written, Mandarin/Chinese is a plus.Bachelor's degree in Graphic Design, Fine Arts, or related field.Proven experience as Graphic Designer in handling Offline POSM materials.Preferred have experience in interior designing/using 3D graphics applications.Proficient in design software (Adobe Photoshop, Illustrator, After Effects, and Premiere)Basic skills in product photography and editingGood understanding of design trends and their implementationAble to manage multiple tasksCreative, innovative, solution, and has high initiative.Following the latest trends and developments in the field of Pet food Is a plus.Ability to work independently as well as collaboratively within a team.Able to join immediately with WFO arrangement in CBC (Cengkareng Business City), TangerangHave what it takes to join our team?Fill the online form here bit.ly/helloMetaPetRead Less",https://glints.com/id/en/opportunities/jobs/graphic-designer-posm/e8482783-d2d6-4357-aea6-1d91f9eeffa3?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f8398eab6ac20b0c1ffa5fa38133e9fe.png
Desainer Grafis & Brand,PT Siseda Pepade,Design,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Desainer Grafis & Brand at PT Siseda PepadeJob DescriptionsMembuat dan merancang materi branding atau iklanMembuat materi iklan cetak dan digitalMengembangkan Visual Utama dan Materi Pendukung untuk Kampanye PemasaranMembantu dalam pengelolaan situs web, buletin, dan lainnyMendesain materi grafis, penjualan, dan pemasaran, misalnya EDM / Poster / Spanduk / Display PenjualanMengelola Desain dari Konsep hingga ProduksiBerinteraksi dengan percetakan eksternal atau kontraktor/pemasok untuk memastikan kualitas terbaik dan pemenuhan tenggat waktuMendokumentasikan dengan baik semua file desainJob RequirementsPendidikan minimal S1 Desain Komunikasi Visual / SMKPengalaman minimal 1 tahun di bidang yang samaTerampil dalam fotografi dan videografiPengetahuan tentang produksi cetak, kode warna, format, dll.Pengetahuan tentang pengeditan fotografi di Adobe Photoshop atau LightroomRead Less",https://glints.com/id/en/opportunities/jobs/desainer-grafis-and-brand/3f5c4036-2542-408e-b1c5-685c8764eacd?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a64f0e9590090d04e1d524042b8ccee7.jpg
Desainer Grafis & Brand,Habitat Design Group,Design,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Desainer Grafis & Brand at Habitat Design GroupHello! We are Habitat Design Group and POT Branding House as a part of us is currently looking for a Graphic Designer.POT as a branding consultant give a graphic designer responsibility to analyze, research, and craft visual identity that is contextual to the narrative of the brand. Our graphic designer needs to have a good sensibility and literacy on graphic and visual identity design. Graphic designer work closely with Art Director and Writer to transform narrative into visual expression and visual system. Honing various crafts and its applied medium, symbol and representation, and visual storytelling. Graphic Designer who passionate to sharpen the craft of visual identity design that are distinct, authentic, and relevant.Female candidates are preferred for this positionJob Type: WFO, Full-time with 3 months probationJob Description:Visual research based on cultural, artistic, and industrial relevancyParticipate in internal brief, workshops, explorations and developmental activity according to project or internal activationExploring idea based on Brand Sense or creative strategic goalsCrafting essential elements of graphic design for visual identity, including; Sketch and manual explorations, typography, graphic symbols, graphic assets, and color explorationsDesign a visual system to strengthen identity coherency and applications, including mockups and samplingTranslate visual identity and system into a visual guideline or graphic standard manualCoordinate and communicate project with all related entities, particularly project managerRequirements:Essential skills: Graphic Design, Typography and typeface design, layout.Bachelor’s degree in Graphic Design, Visual Arts, or a related field from a reputable university.Relevant certifications or equivalent practical experience.Proven experience as a Graphic Designer or similar role (minimum 2 years)A strong portfolio of previous design work.Read Less",https://glints.com/id/en/opportunities/jobs/desainer-grafis-and-brand/a224b72e-c558-40f5-ada5-b36766ec442d?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/974d2ea1b0a278432a40e86a4c18cbfb.png
Desain,Kreasikayukuu,Design,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Desain at KreasikayukuuKualifikasi:Laki-laki/PerempuanSholat 5 waktu, jujur, disiplin, teliti Bisa COREL DRAWBisa aplikasi edit lain nilai plusInovatif kreatifKomunikatif, tanggap, dan bertanggung jawabBenefit:Bonus bulanan, lembur/overtimeUang makanPenempatan: Dibal, Ngemplak, BoyolaliRead Less",https://glints.com/id/en/opportunities/jobs/desain/5d369079-f432-4bdc-9a5c-57ffbd02069e?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/831736a19b3763c4c8ca977ded057280.jpeg
DESIAN GRAFIS ( MAGANG ),PT YOISA MITRA INDONESIA,Design,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for DESIAN GRAFIS ( MAGANG ) at PT YOISA MITRA INDONESIAKUALIFIKASI :

1. Laki-laki/Perempuan2. Menguasai dan mahir Corel Draw, Adobe indesign dan Photoshop3. Kemampuan berkomunikasi 4. Terbiasa editing5. Memiliki Kreatifitas yang tinggiRead Less",https://glints.com/id/en/opportunities/jobs/desian-grafis-magang/b05d8f53-d3db-4fa1-b4d5-2e541014eecc?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/38cc02c7d6dc1ca9948db0c8ed1ac779.png
Creative Designer,PT Homeco Victoria Makmur Tbk,Design,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,Job description for Creative Designer at PT Homeco Victoria Makmur TbkJob desc :1. Mengubah brief menjadi layout2. Support Marketing (Keperluan Desain Foto dan Video)3. Mengolah Layout – Desain Request4. Mendesain Layout KatalogKualifikasi :1. Pendidikan minimal S12. Menguasai Adobe Illustrator dan Photoshop. 3. Menguasa software 3D menjadi nilai tambah4. Fotografi5. Video Editing (Poin tambahan)Read Less,https://glints.com/id/en/opportunities/jobs/creative-designer/4e279cc2-b9da-4833-bce5-2bd3b8ea428e?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8fbabaf030a38ea25e1d25bdbf35e8b9.png
Desain Grafis / Graphic Designer & Video Editor,PT. Hendratama Anugrah Cipta,Design,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Desain Grafis / Graphic Designer & Video Editor at PT. Hendratama Anugrah CiptaJob Description :Edit foto dan upload produk ke website dan marketplace seperti Tokopedia, Shopee, Lazada, Blibli, Tiktok, dsbPembuatan konten social media di Instagram, Tiktok, Youtube, dsb baik grafis maupun video/animasi/motion graphicLive streaming produk di berbagai platform seperti Tiktok, Shopee Live, dsbMengurus sistem JubelioPekerjaan media lainnyaKualifikasi Persyaratan :WAJIBMAHIR dan CEPAT dalam menggunakan Adobe Photoshop, Lightroom, Illustrator, CanvaMAHIR dan CEPAT dalam menggunakan Adobe Premiere, After Effects, Filmora, CapCutFULL TIME, jangka panjangMemiliki kreativitas tinggi dan taste design yang modernBerlokasi relatif dekat kantor di Kelapa Gading, Jakarta Utara (atau bersedia kos dekat lokasi)Komitmen kerja dan profesionalitas tinggi dan absensi yang baik. Tidak terima yang kerjaannya sering ga masuk, telat, dsb.

Jam kantor: Senin-Jumat 8:30-18:00, Sabtu 8:30-17:00, Minggu/tgl merah libur

PENTING: Kirimkan portfolio dari hasil kerja yang pernah dilakukan (bisa berupa URL/link ke sosmed, youtube, dsb). Informasikan kontribusi pribadi kamu bila project dilakukan bbrp orang dlm 1 team.Read Less",https://glints.com/id/en/opportunities/jobs/desain-grafis-graphic-designer-and-video-editor/bb55c0cd-8ecc-4af2-b45e-8bcdcc8a3ae6?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1d6b320288fb94bc1f159d2018f44c29.png
Manager Produksi Interior,CV Desain Modern Creative (DMC),Design,Full-Time · On-site,Minimum Senior/Vocational High School,3 - 5 years of experience,"Job description for Manager Produksi Interior at CV Desain Modern Creative (DMC)1. Pria, pengalaman minimal 2 tahun sebagai Manager Produksi Interior (Furniture)2. Bertanggung jawab dalam mengelola Workshop secara keseluruhan3. Mengerti gambar kerja, menguasai material interior, mampu membuat estimasi perhitungan bahan dan cost produksi 4. Melakukan pengawasan proses produksi Interior Furniture dari pra produksi sampai jadi5. Memiliki jiwa kepemimpinan, team work dan berkomunikasi yang baik6. Lokasi kerja di Koja - Jakarta UtaraRead Less",https://glints.com/id/en/opportunities/jobs/manager-produksi-interior/fcf4c161-c228-4dce-8c83-cc4b0de46e7d?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/78d676bdcfc95a341b2dbf2ff58eaad3.jpg
UI/UX Designer (UNPAID),Minilemon,Design,Internship · Remote/WFH,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for UI/UX Designer (UNPAID) at MinilemonDeskripsi Pekerjaan
Minilemon membuka kesempatan bagi kamu yang kreatif dan bersemangat untuk belajar menjadi bagian dari tim kami sebagai UI/UX Designer Intern. Jika kamu memiliki ketertarikan dalam menciptakan desain yang menarik dan pengalaman pengguna yang optimal, ini saatnya untuk bergabung!Tanggung Jawab:Membantu tim dalam merancang desain antarmuka aplikasi dan website yang user-friendly.Membuat wireframe, prototipe, dan mockup untuk proyek yang sedang dikembangkan.Berkolaborasi dengan developer untuk memastikan desain dapat diimplementasikan dengan baik.Melakukan riset pengalaman pengguna untuk meningkatkan kualitas desain.Memperbaiki desain berdasarkan feedback dari pengguna atau tim internal.Kualifikasi:Sedang menempuh pendidikan sekolah maupun kuliah atau baru lulus dari jurusan Desain Grafis, Desain Komunikasi Visual, Informatika, atau bidang terkait.Memiliki pemahaman dasar tentang prinsip desain UI/UX dan Figma Animation Prototype.Familiar dengan Figma, Adobe Photoshop dan Adobe Illustrator.Kreatif, detail-oriented, dan mampu bekerja secara tim maupun individu.Memiliki portofolio (diutamakan) yang menunjukkan hasil karya desain UI/UX.Durasi Magang:4-6 bulan (dapat disesuaikan dengan jadwal akademik dan bisa negosiasi waktu).Keuntungan:Mendapat pengalaman langsung dalam mengembangkan desain aplikasi dan website dan juga game UI.Proses mudah untuk Mahasiswa/i yang membutuhkan tempat magang dari kampus.Berkesempatan untuk belajar dari tim yang profesional.Lingkungan kerja yang asik, inovatif, dan mendukung kreativitasmu!Sertifikat magang setelah selesai program.FULL WORK FROM HOME / WORK FROM ANYWHERE.Jadi tunggu apa lagi? Jika kamu siap untuk belajar, berkembang, dan berkontribusi bersama tim kami, jangan ragu untuk mendaftar. Walaupun magang ini bersifat UNPAID tetapi kami percaya perjalanan ini bisa menjadi awal yang seru untuk karier profesionalmu dan berpotensi melanjutkan menjadi PAID dan menjadi bagian Team. Yuk, bergabung dan jadi bagian dari sesuatu yang luar biasa bersama Minilemon Studio!Read Less",https://glints.com/id/en/opportunities/jobs/ui-ux-designer-unpaid/3c50e8d6-54fa-4754-9a5b-e69998d0bc6d?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4a2963004d433738451b1e4ae4a984ef.png
Desain Grafis,Bumidata,Design,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Desain Grafis at BumidataKualifikasi:S1 DKV, Desain Grafis, atau jurusan terkait.Fresh graduate.Menguasai Adobe Photoshop, Illustrator, dan software desain lainnya.Kreatif, inovatif, dan komunikatif.Efektif dalam menyampaikan pesan pemasaran.Deskripsi Pekerjaan:Membuat konten visual media sosial sesuai branding.Mengikuti tren desain terkini.Berkolaborasi dengan tim pemasaran.Memperbarui website, media sosial, dan melaporkan aktivitas promosi online.Read Less",https://glints.com/id/en/opportunities/jobs/desain-grafis/b5ba0ed8-6005-47d4-8fa0-aa5da7774a5a?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/59ba501709df41dd8234a72a88fa10b4.png
Graphic Designer,TITIS ADS,Design,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Graphic Designer at TITIS ADS1. Laki - laki / perempuan2. Paham taste & menguasai aplikasi desain grafis3. Berpengalaman min 1 tahun4. Mengerti dan tertarik di bidang digital marketing5. jujur, kreatif, bertanggung jawab up to date

Fasilitas: 
1. Ruang Kerja Nyaman & Positive Vibes
2.Gaji Pokok+Bonus+Reward Menarik
3. Belajar lansung dengan mentorRead Less",https://glints.com/id/en/opportunities/jobs/graphic-designer/dfbcb5fd-5866-4553-9e7c-b8ea90d8b3f0?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8edfd4798bf3e2ba20281ea65fa4609e.jpg
Desain Grafis,CV. BeeSmart Solusi Media,Design,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Desain Grafis at CV. BeeSmart Solusi Media1. Mampu membuat desain percetakan minimal dengan corel draw dan photoshop, jika ada keahlian lain menjadi nilai tambah2. Memiliki pengalaman di desain grafis percetakan lebih di uatamakan3. Mampu berkerja dengan deadline4. mampu bekerja dalam tim5. Usia maksimal 28 tahunRead Less",https://glints.com/id/en/opportunities/jobs/desain-grafis/b5a694c4-5d8e-4dd9-9d24-85e2aaf0c59a?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7629f3442745d6330e1b7f88efb4f739.png
Desainer Grafis,Madhava Group,Design,Full-Time · On-site,Minimum Associate Degree,Less than a year of experience,"Job description for Desainer Grafis at Madhava GroupQualificationMampu menggunakan software desain grafis profesional (seperti Adobe Photoshop, Adobe Ilustrator, atau CorelDraw)Mampu membuat desain digital dan desain cetak profesional untuk kebutuhan perusahaanKreatif dan inovatifMemiliki kemampuan komunikasi yang baik dan mampu bekerja dalam timJob DescriptionMemenuhi kebutuhan desain digital dan cetak dari perusahaan sesuai dengan identitas perusahaan dan brief yang diberikanMencetak hasil desain sesuai kebutuhan perusahaanRead Less",https://glints.com/id/en/opportunities/jobs/desainer-grafis/456414c6-02dc-4abe-9bc1-7bceb5505802?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/952ec91a775f96f0ba509eef73222647.jpg
Designer Grafis,Sang Juara School (PT Juara Edukasi Muda),Design,Freelance · Remote/WFH,Minimum Associate Degree,Less than a year of experience,"Job description for Designer Grafis at Sang Juara School (PT Juara Edukasi Muda)JOB DESCRIPTION:Membuat desain materi promosi seperti poster, banner, flyer, dan iklan digital.Mengembangkan desain untuk media sosial dan website perusahaan.Membuat desain untuk merchandise perusahaan.Mendesain konten media sosial yang menarik dan informatif.Membuat dan mengedit konten kreatif untuk marketing.KUALIFIKASI:Minimal D3/S1 Desain Komunikasi Visual, Seni Rupa, atau bidang terkait menjadi poin plus.Minimal 1 tahun pengalaman dalam bidang creative; desain grafis atau content creating.Menguasai software desain grafis seperti Adobe Photoshop, Illustrator, dll.Mampu bekerja dengan cepat dan tepat.Memiliki kemampuan komunikasi yang baik untuk berkolaborasi dengan tim.Read Less",https://glints.com/id/en/opportunities/jobs/designer-grafis/c4dfefe7-bae4-4138-9189-ce1905ac0731?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/932f732e18aa259352afe60c12229e66.jpg
Drafter AutoCAD,Kedai Pojok Manise,Design,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,Job description for Drafter AutoCAD at Kedai Pojok ManiseMembuat Gambar TeknikMenghasilkan Gambar 2D dan 3D dengan Perangkat LunakMelakukan Perhitungan dan PengukuranBerkolaborasi dengan Tim ProyekMelakukan Revisi GambarRead Less,https://glints.com/id/en/opportunities/jobs/drafter-autocad/0b8c51d8-9c31-444a-aa93-111c0dc48ca5?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d010395ecc3fc58a42cb7712e9c1f101.png
Graphic Designer,Royals Guard,Design,Full-Time · On-site,Minimum Senior/Vocational High School,3 - 5 years of experience,"Job description for Graphic Designer at Royals Guard	1.	Desain dan Pengembangan:	•	Membuat desain grafis yang menarik untuk media digital dan cetak, termasuk postingan media sosial, website, banner, brosur, presentasi, dan kemasan.	•	Mengembangkan konsep desain, tata letak, dan materi branding sesuai dengan pedoman perusahaan.	2.	Konsistensi Merek:	•	Memastikan semua desain sesuai dengan identitas merek dan konsisten di semua proyek.	•	Memperbarui dan mengelola aset merek, seperti logo, template, dan panduan gaya.	3.	Kolaborasi:	•	Bekerja sama dengan tim pemasaran, produk, dan kreatif untuk menyelesaikan proyek tepat waktu.	•	Mengintegrasikan masukan dari pemangku kepentingan ke dalam desain sambil tetap menjaga kreativitas.	4.	Pembuatan Konten:	•	Mendesain motion graphics, animasi, atau pengeditan video untuk platform multimedia, jika diperlukan.	•	Mengoptimalkan grafis untuk berbagai platform, memastikan kualitas pada semua format (web, cetak, mobile).	5.	Riset dan Inovasi:	•	Selalu mengikuti tren desain, alat, dan perangkat lunak untuk memasukkan ide-ide segar ke dalam proyek.	•	Memberikan masukan kreatif untuk meningkatkan efektivitas kampanye.	6.	Manajemen Proyek:	•	Menangani beberapa proyek secara bersamaan, memastikan tenggat waktu terpenuhi tanpa mengurangi kualitas.	•	Mengelola file organisasi dan kontrol versi untuk semua aset desain.Read Less",https://glints.com/id/en/opportunities/jobs/graphic-designer/0c29c4c0-bfeb-4e62-b74a-f0bec97127fc?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/74f27436a7a68199e88767f6415e9589.jpg
CAD Rhino 3D Specialist,PT. Jiangyi Mold Technology Indonesia,Design,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for CAD Rhino 3D Specialist at PT. Jiangyi Mold Technology IndonesiaQualification :- D3/S1 Mechanical Engineering or related- Having skill in Rhinoceros 3D- Experienced in Mold / Shoes Factory, Preferable- Proactive and willing to improve skill- Able to communicate in English- Willing to be placed in Batang, Central Java in August 2025Read Less",https://glints.com/id/en/opportunities/jobs/cad-rhino-3d-specialist/6d5bc17f-c597-49e0-a6a5-58bf0eaa3b0d?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/014c4fc4f4f4eb683f7b962d7f79e205.png
Graphic Designer [Penempatan Yogyakarta],RealCo,Design,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Graphic Designer [Penempatan Yogyakarta] at RealCoWhat you will do:Create visual designs for social media, marketing purposes, and/or other company needsImplement design concepts as instructed by the leadExpress ideas and actively participate in brainstorming sessions to enhance the quality of the outputCreate and supervise designs, as well as design outcomes related to print vendorsCoordinate with relevant teams to meet deadlinesJob Requirements:Minimum bachelor's degree in Visual Communications Design or Graphic DesignAt least 1 year of experienceProficiency in 2D design programs (Adode Photoshop, Illustrator, CorelDraw, Macromedia, After Effects)Able to support graphic needs on the website and social mediaCreative, innovative, proactive, responsible and capable of working collaboratively with a teamWilling to WFO at Terban, YogyakartaRead Less",https://glints.com/id/en/opportunities/jobs/graphic-designer-penempatan-yogyakarta/534e5bca-4a72-470f-bcab-ca8cbcbc70e6?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/89938c83b2462027a4ae59cc2d0beff0.png
Desain Grafis,PT SIGAWE KARYA BERSAUDARA,Design,Contract · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Desain Grafis at PT SIGAWE KARYA BERSAUDARAJob Descriptions:Menangani pertanyaan pelanggan melalui telepon, email, atau media sosial dengan sopan dan profesional.Membuat design gambar sesuai kebutuhan pelanggan.Membangun hubungan yang baik dengan pelanggan dan meningkatkan kepuasan pelanggan.Melakukan tugas administratif terkait layanan pelanggan.Job RequirementsPendidikan SMK/S1 Design Komunikasi Visual.Memiliki kemampuan design grafis diutamakan.Menguasai aplikasi editing canva/photosop/lainnya.Pengalaman kerja pada posisi serupa diutamakan.Kemampuan komunikasi yang baik dan ramah dalam berinteraksi dengan pelanggan.Memiliki kemampuan Deal Maker diutamakanRead Less",https://glints.com/id/en/opportunities/jobs/desain-grafis/7601a69b-567b-4e2a-b6ef-b96a0b079d4d?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3976a10809f44a305bdb75275ba70455.jpg
Graphic Designer,PT. Wiselie Indonesia,Design,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Graphic Designer at PT. Wiselie IndonesiaJob Desc :Membuat dan merancang materi branding atau iklanMengembangkan Visual Utama dan Materi Pendukung untuk Kampanye PemasaranMendesain materi grafis, penjualan, dan pemasaran, misalnya EDM / Poster / Spanduk / Display PenjualanMengelola Desain dari Konsep hingga ProduksiBerinteraksi dengan percetakan eksternal atau kontraktor/pemasok untuk memastikan kualitas terbaik dan pemenuhan tenggat waktuMendokumentasikan dengan baik semua file desainRead Less",https://glints.com/id/en/opportunities/jobs/graphic-designer/16863150-32b2-4135-bbf7-66879c243bc9?utm_referrer=explore&traceInfo=7e041177-8725-42e0-93ad-b56d6f2ff622,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5eb23e03670d6e4c95fa81419b19f61b.png
