title,company,category,status,min_edu,min_exp,description,urlJob,urlImg
Agent property,Beyond Property Excellent,Marketing,Freelance · Hybrid,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Agent property Beyond Property ExcellentBEYOND PROPERTY EXCELLENT merupakan sebuah komunitas bagi mereka yang menginginkan penghasilan besar dan siap untuk menjadi entrepreneur yang memiliki penghasilan besar dengan menjadi seorang agen properti. Job desk utama kami adalah menjual property seperti rumah, tanah, apartemen dll yang secondarySyarat dan ketentuannya: Usia 20-45 tahunBerpengalaman sebagai agen properti lebih disukaiMau belajarTidak memiliki profesi sebagai marketing/agent property di kantor agency lain Kondisi Kerja :Akan diberikan Bonus dan Komisi (SYARAT & KETENTUAN BERLAKU)Akan ada Pelatihan-pelatihan/kelas-kelas di setiap minggunyaAkan ada mentor yang akan membantu sehingga bisa menjadi seorang agen properti yang berpenghasilan besarKewajiban :Mencari data informasi tentang property yang akan dijual/disewakanMemasarkan property yang akan dijual/disewakanMelakukan showing/kunjungan ke property yang akan di lihat oleh clientMelakukan negosiasi dengan client hingga berhasilLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/agent-property/d0cd6ac8-db48-4c09-a6b1-0adc1b560c0e?utm_referrer=explore&traceInfo=7f662444-704b-4399-a696-71cbc20f4aec,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ce865423091b559d292db230318c5d6e.jpg
Marketing,PT Lavilla Kreatif Perkasa,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing PT Lavilla Kreatif Perkasa-Pria/Wanita usia max 35 tahun-Pendidikan minimal S1 / D3-Memiliki pengalaman dibidangnya lebih disukai-Memiliki strategi marketing yang baik-Memiliki skill komunikasi dan negosiasi yang baik-Penempatan Lingkar timur, SidoarjoLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing/191613a3-a63b-4a08-9f7a-72728ed7a65c?utm_referrer=explore&traceInfo=7f662444-704b-4399-a696-71cbc20f4aec,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7a6c91b83f00194d1e5186f6ac2e569f.jpeg
SEO Spesialis,PT Idemu Sistem Sinergi,Marketing,Penuh Waktu · Hybrid,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan SEO Spesialis PT Idemu Sistem SinergiKualifikasi:-Memiliki pengalaman dibidang SEO.-Pemahaman yang baik tentang SEO, baik on-page maupun off-page.-Berpengalaman menggunakan Google Analytics, Google Search Console, SEMrush, Ahrefs dll.-Mampu mengoptimasi dan menganalisis data untuk SEO-Komunikasi yang baik.Tanggung Jawab:-Melakukan riset kata kunci dan optimalisasi website agar trafik organik meningkat.-Membuat laporan secara berkala untuk menganalisis kinerja website agar organik terus meningkat-Berkolaborasi dengan tim konten-Merencanakan dan melaksanakan strategi on-page maupun off-pageBenefit:-Kerja bisa remote, hanya seminggu 1x wajib ke kantor yang berada di Bogor.-Gaji 4-8jt/bulan-BonusLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/seo-spesialis/22a7153b-2eb8-4873-9ed5-2c561d02b17d?utm_referrer=explore&traceInfo=7f662444-704b-4399-a696-71cbc20f4aec,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2f17892ca8700413d84351fe80834eb4.jpg
Marketing B2B (Yogyakarta ONLY),IMVE,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing B2B (Yogyakarta ONLY) IMVELowongan ini dikhususkan untuk regional Yogyakarta / Bantul.IMVE adalah Immersive Production spesialis teknologi VR, AR, & MR. Kualifikasi :Wajib memiliki pengalaman 3 tahun dibidang yang serupaMampu berkomunikasi menggunakan bahasa inggris secara lisan dan tulisanMemiliki kemampuan persuasif & negosiasi yang baikDiutamakan memiliki relasi Event Organizer / Developer Properti / Lembaga pemerintahanBackground marketing di industri teknologi VR/AR adalah poin plusDeskripsi Pekerjaan :Mengembangkan strategi perencanaan & pemasaran jasa perusahaanMenawarkan jasa ke berbagai perusahaan dan lembaga pemerintah Mengumpulkan dan mengelola database calon customerMengelola kampanye pemasaran dan promosi secara online / offlineBekerjasama dengan Event OrganizerMemenuhi target penjualan setiap bulan yang telah ditetapkan perusahaanJam kerja : Senin-Sabtu, 7 jam/hari (Work From Office)Salary : NegotiableBonus :Komisi persentase setelah memenuhi target penjualanLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-b2b-yogyakarta-only/f11fe52c-4ef4-4958-9845-09b55be74387?utm_referrer=explore&traceInfo=7f662444-704b-4399-a696-71cbc20f4aec,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/407976622fbf12a46aa6e2dad1cdb5f4.png
Marketing,PT. Innagroup Textile Manufacture,Marketing,Kontrak · Kerja di kantor,Minimal Diploma (D1 - D4),3 - 5 tahun pengalaman,"Deskripsi pekerjaan Marketing PT. Innagroup Textile ManufacturePRIA / WANITA, USIA MAKSIMAL 35 TAHUNPENDIDIKAN MINIMAL D3 SEMUA JURUSANPENGALAMAN MARKETING MINIMAL 1 TAHUN ( DI TEKSTIL LEBIH DISUKAI )AKTIF, KOMUNIKATIF, NEGOSIABLE DAN MAMPU BEKERJA DENGAN TARGETMEMILIKI KENDARAAN PRIBADI DAN SIM A/C YANG MASIH AKTIFLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing/556e25fb-7a5d-4792-a19e-9606b665e1aa?utm_referrer=explore&traceInfo=7f662444-704b-4399-a696-71cbc20f4aec,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/967c43dab64f4e26cf2979400592981c.jpeg
Marketing B2B (Yogyakarta ONLY),IMVE,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Marketing B2B (Yogyakarta ONLY) IMVELowongan ini dikhususkan untuk regional Yogyakarta / Bantul.IMVE adalah Immersive Production spesialis teknologi VR, AR, & MR. Kualifikasi :Wajib memiliki pengalaman 3 tahun dibidang yang serupaMampu berkomunikasi menggunakan bahasa inggris secara lisan dan tulisanMemiliki kemampuan persuasif & negosiasi yang baikDiutamakan memiliki relasi Event Organizer / Developer Properti / Lembaga pemerintahanBackground marketing di industri teknologi VR/AR adalah poin plusDeskripsi Pekerjaan :Mengembangkan strategi perencanaan & pemasaran jasa perusahaanMenawarkan jasa ke berbagai perusahaan dan lembaga pemerintah Mengumpulkan dan mengelola database calon customerMengelola kampanye pemasaran dan promosi secara online / offlineBekerjasama dengan Event OrganizerMemenuhi target penjualan setiap bulan yang telah ditetapkan perusahaanJam kerja : Senin-Sabtu, 7 jam/hari (Work From Office)Salary : NegotiableBonus :Komisi persentase setelah memenuhi target penjualanLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-b2b-yogyakarta-only/f11fe52c-4ef4-4958-9845-09b55be74387?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/407976622fbf12a46aa6e2dad1cdb5f4.png
Marketing,PT. Innagroup Textile Manufacture,Marketing,Kontrak · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing PT. Innagroup Textile ManufacturePRIA / WANITA, USIA MAKSIMAL 35 TAHUNPENDIDIKAN MINIMAL D3 SEMUA JURUSANPENGALAMAN MARKETING MINIMAL 1 TAHUN ( DI TEKSTIL LEBIH DISUKAI )AKTIF, KOMUNIKATIF, NEGOSIABLE DAN MAMPU BEKERJA DENGAN TARGETMEMILIKI KENDARAAN PRIBADI DAN SIM A/C YANG MASIH AKTIFLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing/556e25fb-7a5d-4792-a19e-9606b665e1aa?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/967c43dab64f4e26cf2979400592981c.jpeg
Project Marketing Associate,Talentport,Marketing,Kontrak · Hybrid,Minimal Diploma (D1 - D4),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Project Marketing Associate TalentportRole and Responsibilities:Responsible for executing and managing project marketing plans or campaigns that deliver on key marketing and sales objectives across B2B & Mobile App channels.End-to-end project management across different products within the business including new products, product renovations, brand activations, digital campaigns, events & trade marketing.Ongoing measurement and analysis of campaigns to ensure delivery on budget and within timelines. Identify opportunities to improve, drive sales and identify gaps within the portfolio.Coordinate marketing projects by collaborating cross-functionally, developing project scopes and plans, facilitating meetings, and ensuring goals are met on time and within budget.Requirements:Minimum 6 months of project management experience.Excellent time management and organization skills. Ability to handle multiple projects simultaneously while adhering to deadlines. Proven ability to build, foster & sustain relationships with key stakeholders internally and externally.Good skills in content and copywriting.Excellent communication skills.A proactive and solution-oriented approach, comfortable switching between strategic & hands on where necessary. Creative, curious & innovative mindset.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/project-marketing-associate/d76a92d9-01a0-4adb-9b7e-d4a1cfc3d5fd?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2e14b35733f3fbb473422a34d9b6813c.jpg
Merchant Acquisition Officer (Surabaya),PT YUKK Kreasi Indonesia,Marketing,Penuh Waktu · Hybrid,Minimal Diploma (D1 - D4),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Merchant Acquisition Officer (Surabaya) PT YUKK Kreasi IndonesiaWork Location: SurabayaIndustry: FinTechJob Description:Provide sales and marketing support to build a pipeline of leads to meet business plans and company objectives.Generate leads through canvassing/outbound, and convert new leads into signed deals.Prepare daily/weekly/monthly report.Maintain positive and professional relationships with all stakeholders, including merchants and partners to help them with transactions, programs, or issues.Develop and implement strategies to maximize revenue.Job Requirements:Domicile in SurabayaMin. 2 years working experience as Sales/Business Development/B2B Acquisition, with at least have experience in fintech, banking, or financial services industries. Willing to travel outside the city for work.Familiar and passionate about sales work, possessing excellent negotiation and communication skills.Able to work independently and/or with a team.Target oriented.Proficient in using Microsoft Office.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/merchant-acquisition-officer-surabaya/c62a3ecb-f546-4067-9515-457af1a801ca?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5504185b898733a2c63043f0b13261ef.jpeg
Content Marketing Leader,CV Hassa Yasaguna Mulia,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Content Marketing Leader CV Hassa Yasaguna MuliaLowongan: Content Marketing LeaderDeskripsi Pekerjaan:Memimpin dan mengoordinasikan tim digital marketing yang terdiri dari spesialis LinkedIn, Meta, Google Ads, dan Content Creator, untuk memastikan setiap kampanye berjalan efektif dan selaras dengan tujuan bisnis.Berkolaborasi erat dengan tim untuk menghasilkan ide-ide kreatif yang inovatif dan sesuai tren terkini, guna memperkuat strategi pemasaran digital di berbagai platform.Mengawasi pembuatan dan pengelolaan konten secara strategis, memastikan kualitas konten yang dihasilkan tinggi, relevan, dan sesuai dengan karakteristik masing-masing platform.Memantau proses produksi konten dan publikasi, serta memastikan efisiensi dan keselarasan antara konten dan tujuan pemasaran.Memproduksi konten berkualitas tinggi, yang tidak hanya menarik perhatian audiens tetapi juga berperan besar dalam membangun citra brand di Instagram.Memberikan arahan untuk ide konten yang fresh, adaptif terhadap algoritma platform, dan relevan dengan target audiens.Kualifikasi:Pengalaman & Keahlian:Minimal 1-2 tahun pengalaman dalam content creation.Memiliki portofolio konten yang kuat (foto, video, artikel, infografis, dll.) yang telah diterapkan pada platform digital (LinkedIn, Meta IG/FB, Google Ads, dll.).Mampu memahami dan menerapkan strategi pemasaran digital secara efektif melalui kolaborasi dengan anggota tim di bidang teknis.Keahlian Manajerial:Memiliki kemampuan kepemimpinan yang baik dan pengalaman dalam memimpin tim kecil.Mampu memotivasi tim dan bekerja secara kolaboratif dengan berbagai tipe kepribadian.Menguasai teknik project management dan pengelolaan timeline serta prioritas proyek.Kemampuan Teknis:Keterampilan yang kuat dalam menggunakan software content creation (misalnya Adobe Creative Suite, Canva, atau tools serupa).Familiar dengan platform manajemen media sosial dan tools analitik.Familiar dengan SEO dan bagaimana memaksimalkan konten agar dapat menjangkau target audiens secara efektif.Menguasai Microsoft Office (Word, Excel, PowerPoint) dan Google Workspace untuk keperluan administrasi dan koordinasi tim.Soft Skills:Komunikatif, mampu menjelaskan ide-ide kompleks dengan cara yang mudah dimengerti.Memiliki kreativitas tinggi dalam mengembangkan konten menarik dan strategi pemasaran yang inovatif.Proaktif dan fleksibel dalam menangani perubahan strategi dan prioritas kerja.Siap untuk berlingkungan kerja yang dinamis dan kreatif.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/content-marketing-leader/4b2d7a60-9baf-4cb8-8448-c6f68c61cdce?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/723fc50da97a89b859f11c87a128bc7c.jpg
Content Strategist,PURA Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Content Strategist PURA IndonesiaJob Descriptions1. Develop and execute a content strategy that aligns with our company's goals, target audience, and brand identity.2. Create high-quality, engaging, and SEO-optimized content across various platforms, including blog posts, articles, social media, email campaigns, videos, and more.3. Plan and maintain a content calendar to ensure a consistent flow of content that meets our marketing and communication objectives.4. Stay updated on industry trends and perform competitive analysis to identify opportunities for content differentiation.5. Monitor and analyze the performance of content using analytics tools, and adjust the content strategy based on data-driven insights.6. Ensure that all content aligns with our brand guidelines and conveys a consistent brand message.Qualifications :1. Bachelor's degree in Marketing, Business, Communications, or a related field.2. Proven experience as a Content Strategist or in a similar role.3. Exceptional written and verbal communication skills.4. Proficiency in content management systems (CMS) and SEO tools.5. Strong analytical and problem-solving abilities.6. Project management skills.7. Knowledge of content marketing trends and best practices.8. Creativity and a strong eye for detail.9. Certifications in content marketing or related fields are a plus.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/content-strategist/e8ed9fba-11a2-4939-9843-87a657a7252f?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6e6996f2dc8a285f745f47239d081a6d.jpg
Fashion Social Media Specialist,Fabriqqq,Marketing,Penuh Waktu · Hybrid,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Fashion Social Media Specialist FabriqqqAbout UsStilsie (IG: @stilsiewomen) is a fast-growing apparel brand that focuses on Affordable Sophistication with Modern Minimalist Chic aesthetic. With ambitious plans for growth, we’re seeking a visionary Creative Lead to elevate our brand’s creative direction and bring our designs to life.Position OverviewWe are looking for a talented Social Media Specialist to manage and grow our social media presence. The ideal candidate will be passionate about fashion, creative in developing engaging content, and skilled in leveraging social media platforms to drive brand awareness and engagement.Key ResponsibilitiesPlan, create, and manage Stilsie’s social media content.Work with the creative team (internal and external).Collaborate with the Creative Lead on content strategy and execution.Analyze performance metrics and optimize strategies.Find and collaborate with influencers and key opinion leaders (KOLs).Monitor trends and keep content fresh.Build engagement and foster a strong online community.QualificationsLove Fashion!!!2+ years in social media management or influencer marketing.Experience working with creative teams to maintain brand consistency.Strong understanding of social media platforms and trends.Experience with KOL or influencer outreach.Analytical and creative mindset.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/fashion-social-media-specialist/6df2f65a-f9cc-4d48-b23c-1a36530ed326?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fdc3bd0e105dceca40bd2bd35fc9f378.png
sales,PT. BHAKTI SATRIA PERSADA - CAB. JAWA TENGAH,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,Deskripsi pekerjaan sales PT. BHAKTI SATRIA PERSADA - CAB. JAWA TENGAHDibutuhkan cepat untuk frontliner produk Coca Cola untuk area Kudus. Untuk persyaratan memiliki SIM C aktif.,https://glints.com/id/opportunities/jobs/sales/735cf8d9-37a4-4047-a385-873ade59742c?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/385e02f53dc4e67abf8386c2ef29a0d1.jpg
Leader Admin Marketplace,CV Distributor Accessories,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),Pengalaman kurang dari 1 tahun,Deskripsi pekerjaan Leader Admin Marketplace CV Distributor AccessoriesSyarat :berusia 23 - 28 TahunMemiliki pengalaman sebagai LeaderMenguasai Tools Marketplacememiliki skill komunikasi yang baikDomisili SolorayaLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/leader-admin-marketplace/60e9155a-e0a5-4f3a-b904-b73f91670b18?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/721dd8d993c88ffc580c26cd28e6311d.jpeg
Fitness Consultant,Flash Fitness Cito Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,Deskripsi pekerjaan Fitness Consultant Flash Fitness Cito IndonesiaPria/WanitaMinimal Ijazah SMAUsia 23-40 tahunBerpenampilan menarikSehat jasmani & rohaniTarget orientedKomunikatif & energicBisa bekerja dengan teamHobby olahragaLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/fitness-consultant/a1395986-1a96-43f4-9642-3860f51df26a?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6964bbc124af5140662b55e13a88c6af.jpg
Acquisition Officer,PT YUKK Kreasi Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Acquisition Officer PT YUKK Kreasi IndonesiaWork Arrangement: On-Site (WFO)Work Location: Alam Sutera, TangerangExperience: 0-2 years of experience (fresh graduates are welcome to apply!)Job Description:Provide sales and marketing support to build a pipeline of leads to meet business plans and company objectives.Generate leads through canvassing/outbound, and convert new leads into signed deals.Prepare daily/weekly/monthly report.Maintain positive and professional relationships with all stakeholders, including merchants and partners to help them with transactions, programs, or issues.Develop and implement strategies to maximize revenue.Job Requirements:Prior internship/working experience as Sales/Business Development/B2B Acquisition. (Fresh graduates are welcome to apply!)Willing to work from the office in Alam Sutera, Tangerang.Willing to travel outside the city for work.Proficient in using Microsoft Office.Familiar and passionate about sales work, possessing excellent negotiation and communication skills.Able to work independently and/or with a team.Target oriented.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/acquisition-officer/4f1cc0ca-7bc4-4560-a805-7b572f5af1b4?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5504185b898733a2c63043f0b13261ef.jpeg
Event & Community Specialist,Indo Trans Teknologi,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),3 - 5 tahun pengalaman,"Deskripsi pekerjaan Event & Community Specialist Indo Trans TeknologiWe are a growing startup in the Fleet Telematics industry, based in Jakarta, Bandung, and Surabaya with a holding company in Singapore, currently seeking a Graphic Designer, who will be responsible for creating digital assets for company activities. This candidate will be responsible for developing design concepts and will be located in South Jakarta.Duties and Responsibilities : Plan, manage, implement, coordinate TransTRACK’s event throughout Indonesia Expand TransTRACK reach and exposure by creating co-campaign/co-marketing/co-branding activity.Monitor, implement branding/visual merchandising designs on the ground in the retail and modern trade stores.Analyzing, reviewing, and evaluating all retail-branding and competitors branding activities.Coordinate, communicate and work with our teams and customers in different cities throughout Indonesia.Requirements:At least a Bachelor's Degree in Marketing Communication and other related fieldExperience in event management, marketing, and brand management is preferred.Strong interpersonal and communication skills Outstanding communication skillsWilling to travel extensively Ability to speak English will be advantageousLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/event-and-community-specialist/94da123b-7ee3-4028-82db-c0a137e54ea8?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d823e3c5553513c3b2292375f12db419.png
content creator,UWS Group,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,Deskripsi pekerjaan content creator UWS GroupMembuat konten-konten terbaru sesuai dengan kebutuhanMengedit video yang sudah d buatMenciptakan ide-ide baru untuk konten baru,https://glints.com/id/opportunities/jobs/content-creator/a0a5b4b0-264c-47bd-9e01-d58b7345d40c?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/52e17661b39e01be7432d0f59a3f8a73.png
Fitness Consultant,Flash Fitness Cito Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,Deskripsi pekerjaan Fitness Consultant Flash Fitness Cito IndonesiaPria/WanitaMinimal Ijazah SMAUsia 23-40 tahunBerpenampilan menarikSehat jasmani & rohaniTarget orientedKomunikatif & energicBisa bekerja dengan teamHobby olahragaLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/fitness-consultant/5e4ad2fe-1c1a-405a-9422-4dc48a225238?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6964bbc124af5140662b55e13a88c6af.jpg
Staff Marketing,Bimbel Azwana Lampung,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Staff Marketing Bimbel Azwana LampungSYARATPria/Wanita Minimal 20 TahunPendidikan terakhir minimal S1 (Di bidangnya)Pengalaman minimal 1 tahun Sehat jasmani dan rohaniBerpenampilan menarikKomunikatif, jujur, rajin dan loyalMampu melakukan inovasi untuk perkembangan perusahaanDapat bekerjasama dalam team dan siap bekerja dengan targetMemiliki kendaraan pribadi dan SIM CLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/staff-marketing/0451d903-62f1-4e0e-af2f-a1c42820fc8f?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9c271618b4215e347661f74f9713e057.jpeg
Individual Fundraising Officer,Greeneration Foundation,Marketing,Penuh Waktu · Hybrid,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Individual Fundraising Officer Greeneration FoundationGreeneration Foundation is looking for highly motivated talent to join our Communication and Fundraising Team.ResponsibilitiesResponsible for managing donation transactions and interactions with public donors.Manage donor data and transaction records.Design and implement effective strategies to increase the number and value of public donations.Formulate strategies for the development of the Greeneration Buddies program.Monitor, evaluate, and report on all activities undertaken.Work closely with stakeholders to effectively achieve organizational targets and objectives.RequirementsMinimum of a Bachelor's degree in any field.1-2 years of experience in a related field.Experienced in data visualization, data analysis, and data management.Proficient in using Google Workspace and Customer Relationship Management (CRM) tools.Able to work effectively both in a team and independently.Strong presentation and communication skills, both verbal and written.Creative and detail-oriented.Interested in and passionate about environmental issues.Willing to be placed in Bandung.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/individual-fundraising-officer/ffa461dd-a43e-43eb-a962-9dfad00f4a93?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0f86f4752f100e52ead0252c1040a4a8.png
Petugas E-commerce,VERERE INDONESIA,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Petugas E-commerce VERERE INDONESIADeskripsi Pekerjaan : - Bertanggung jawab untuk merencanakan & menjalankan fitur Campaign maupun Promosi di setiap Marketplace. (Terkecuali Ads)- Mengupload produk pada seluruh Marketplace.- Mengelola & memantau stok produk di setiap Marketplace.- Membuat laporan penjualan harian.- Bertindak sebagai penghubung dengan pelanggan untuk menangani atau menyelesaikan situasi pelanggan maupun produk.- Berkoordinasi dengan Admin Gudang terkait pengecekan ketersediaan stok produk (SO) maupun produk pengembalian.- Berkoordinasi dengan Akunting terkait laporan penjualan di Marketplace.- Berkoordinasi dengan Editor Photo & Video terkait Konten Produk di Marketplace.- Berkoordinasi dengan Manager terkait strategi yang akan dilakukan.Persyaratan :- Wanita.- Usia mininal  20 tahun.- Belum menikah & tidak sedang berkuliah.- Pendidikan min. SMA/SMK atau lebih tinggi.- Pengalaman min. 1 tahun sebagai E-Commerce Operational (Tokopedia, Lazada, Shopee, Tiktokshop dll).- Proaktif, praktis, teliti, jujur, disiplin & patuh.Rasa integritas dan komitmen yang tinggi.Hari kerja : Senin - SabtuPenempatan : Citra Garden 8, Kalideres, Jakarta Barat.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/petugas-e-commerce/2fa08be9-58e0-4b71-8f37-67d030d08cca?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/87b41d1d6ae2714710aa62b63d19b8c8.png
